,user_id,"round(sum(price), 2)",Frequency,Recent_Date
10618,481143834,104.47,20,2020-01-13
10619,587974777,57.64,11,2020-01-13
10620,448155455,109.05,16,2020-02-18
10621,567582431,39.97,10,2020-01-14
10622,340285236,31.15,10,2020-01-14
10623,519623806,10.16,1,2020-01-14
10624,546215038,6.22,1,2020-01-14
10625,462488620,29.45,4,2020-01-14
10626,563846949,78.09,6,2020-02-13
10627,601209894,8.18,3,2020-01-14
10628,597098820,10.8,4,2020-01-14
10629,591301843,11.15,2,2020-01-15
10630,584292330,50.34,13,2020-02-14
10631,595617667,29.28,5,2020-01-15
10632,552098863,43.55,15,2020-01-15
10633,601785153,23.34,2,2020-01-16
10634,587825496,11.23,6,2020-01-16
10635,582332297,20.81,7,2020-01-16
10636,559818561,18.5,5,2020-01-16
10637,507515829,60.47,12,2020-01-16
10638,601049773,52.1,20,2020-01-16
10639,602003517,19.84,3,2020-01-16
10640,561697670,16.51,1,2020-01-16
10641,535807143,44.56,18,2020-02-18
10642,594202780,17.02,11,2020-01-16
10643,602245480,10.32,1,2020-01-17
10644,602058678,66.52,20,2020-01-17
10645,562167663,1388.88,81,2020-02-26
10646,406278604,14.62,4,2020-01-11
10647,176693505,8.18,2,2020-01-11
10648,586560855,19.84,1,2020-01-11
10649,574959869,7.55,3,2020-01-11
10650,466445018,59.69,16,2020-01-12
10651,585794920,10.32,1,2020-01-12
10652,468732506,38.91,9,2020-02-01
10653,600220514,26.26,6,2020-01-12
10654,431520193,24.09,8,2020-01-12
10655,328130903,181.01,24,2020-02-05
10656,565156153,60.11,5,2020-02-05
10657,444635002,27.96,4,2020-01-13
10658,599261051,9.52,1,2020-01-13
10659,567678983,49.93,6,2020-01-13
10660,568673814,98.2,39,2020-01-27
10661,553397898,80.58,17,2020-02-03
10662,386217666,34.99,12,2020-01-14
10663,600943605,17.31,4,2020-01-14
10664,600595718,3.81,1,2020-01-14
10665,467057501,155.84,22,2020-02-02
10666,574883796,99.85,20,2020-02-23
10667,442796625,34.84,18,2020-01-14
10668,600959773,77.95,16,2020-01-14
10669,599445900,11.27,3,2020-01-14
10670,546342962,37.89,8,2020-01-14
10671,529243469,14.92,3,2020-01-14
10672,600991111,94.11,3,2020-01-14
10673,535681217,11.33,4,2020-01-14
10674,601163768,53.62,17,2020-01-14
10675,601184652,32.54,1,2020-01-14
10676,599043218,26.86,8,2020-01-14
10677,242426943,49.05,6,2020-01-14
10678,538176734,19.69,12,2020-01-15
10679,601357347,34.89,7,2020-01-15
10680,560835051,49.45,19,2020-01-15
10681,601534823,73.34,31,2020-02-16
10682,441294100,41.23,13,2020-01-15
10683,543694280,66.87,22,2020-02-25
10684,601578371,75.56,11,2020-01-16
10685,593211791,73.35,24,2020-01-16
10686,582545379,3.49,2,2020-01-17
10687,599132427,4.6,1,2020-01-10
10688,548107513,22.37,8,2020-01-10
10689,591152108,168.91,25,2020-02-29
10690,553060890,68.8,13,2020-01-21
10691,556453136,30.76,8,2020-01-11
10692,576696422,23.89,4,2020-01-12
10693,463559924,46.34,18,2020-02-14
10694,523955362,39.04,12,2020-01-26
10695,600198184,50.74,18,2020-01-12
10696,484414141,47.55,13,2020-01-12
10697,478586924,33.09,7,2020-01-12
10698,600300153,34.61,2,2020-01-12
10699,600523043,114.88,33,2020-02-20
10700,462285845,37.9,7,2020-01-13
10701,600871059,78.8,31,2020-01-14
10702,557735576,20.3,3,2020-01-14
10703,505370723,51.55,8,2020-02-11
10704,601327157,58.91,18,2020-02-18
10705,523632278,12.94,3,2020-01-15
10706,601405213,28.61,6,2020-01-15
10707,526806692,36.52,6,2020-01-15
10708,577525615,9.63,1,2020-01-15
10709,496701991,16.27,6,2020-01-15
10710,379102020,30.95,1,2020-01-15
10711,601561894,105.88,14,2020-02-25
10712,601697238,32.54,6,2020-01-15
10713,492460037,74.37,39,2020-01-16
10714,476534456,43.52,9,2020-01-16
10715,602239371,117.98,32,2020-01-22
10716,599169666,54.13,1,2020-01-10
10717,523200391,23.0,2,2020-01-10
10718,586260280,30.27,7,2020-01-10
10719,572470180,59.18,14,2020-01-10
10720,550035680,30.15,5,2020-01-10
10721,561330609,14.89,1,2020-01-10
10722,599433377,185.11,33,2020-01-10
10723,551557155,112.38,2,2020-01-11
10724,550370872,134.19,55,2020-02-04
10725,534108817,38.7,7,2020-01-11
10726,477929221,30.9,5,2020-02-07
10727,433826746,154.54,44,2020-02-27
10728,447089308,59.13,9,2020-01-11
10729,504686551,2.51,2,2020-01-11
10730,429387551,7.54,3,2020-01-11
10731,509780491,23.75,7,2020-01-11
10732,599916879,32.49,6,2020-01-11
10733,600016888,14.87,3,2020-01-12
10734,231327981,127.16,19,2020-02-21
10735,503881848,21.83,8,2020-01-12
10736,596869862,43.43,7,2020-01-12
10737,579597807,40.28,12,2020-01-13
10738,575399974,19.35,6,2020-01-13
10739,599845455,18.1,3,2020-01-13
10740,600536409,16.02,6,2020-01-13
10741,554196481,157.76,10,2020-01-13
10742,543407895,21.74,2,2020-01-13
10743,572957590,57.74,30,2020-01-22
10744,583189486,31.14,5,2020-01-28
10745,600784672,5.56,2,2020-01-13
10746,233161969,20.84,3,2020-01-14
10747,583039896,82.58,26,2020-02-13
10748,570669418,288.05,98,2020-01-16
10749,601361509,19.22,8,2020-01-15
10750,601349053,7.43,3,2020-01-15
10751,497531293,52.26,5,2020-01-15
10752,601480508,23.54,9,2020-01-15
10753,462142543,352.5,132,2020-02-07
10754,601486132,31.44,4,2020-01-15
10755,71769733,57.71,11,2020-02-18
10756,312571398,24.19,4,2020-01-16
10757,601825302,29.64,16,2020-01-16
10758,473237621,73.8,20,2020-01-10
10759,245815422,11.43,2,2020-01-10
10760,492368897,97.7,14,2020-02-26
10761,534391408,16.67,12,2020-01-10
10762,452773913,45.87,4,2020-01-11
10763,551114613,76.75,35,2020-02-12
10764,440128653,7.92,5,2020-01-11
10765,586393866,10.48,2,2020-01-12
10766,530645904,18.25,1,2020-01-12
10767,524556099,6.76,3,2020-01-12
10768,510903857,51.37,19,2020-01-13
10769,598399093,50.87,6,2020-01-13
10770,346725763,14.82,3,2020-01-13
10771,262305570,71.74,53,2020-01-13
10772,319265667,100.24,7,2020-01-30
10773,528627200,41.91,4,2020-01-13
10774,557845168,15.77,3,2020-01-14
10775,486587643,171.38,74,2020-01-22
10776,573440658,462.16,67,2020-02-29
10777,598715263,1.27,1,2020-01-15
10778,584314616,47.66,20,2020-01-15
10779,478960561,95.25,18,2020-02-25
10780,589188427,3.49,2,2020-01-16
10781,461775807,58.53,13,2020-01-16
10782,447583745,19.43,3,2020-01-16
10783,466466469,113.83,16,2020-02-07
10784,586351431,30.8,2,2020-01-25
10785,598259995,62.67,13,2020-01-25
10786,199184254,70.92,25,2020-01-24
10787,538847802,33.48,7,2020-02-19
10788,597859412,463.89,101,2020-01-29
10789,599667619,37.15,8,2020-01-11
10790,599792549,16.27,2,2020-01-11
10791,471800662,122.64,25,2020-02-08
10792,599378035,20.74,5,2020-01-11
10793,307527260,59.84,13,2020-01-11
10794,599911061,12.74,2,2020-01-11
10795,471386648,110.94,12,2020-01-15
10796,593783995,15.71,1,2020-01-12
10797,600463329,9.52,1,2020-01-13
10798,374147725,40.57,5,2020-01-13
10799,374591152,98.71,22,2020-01-13
10800,553568614,288.85,39,2020-02-20
10801,560405364,15.42,5,2020-01-13
10802,571456122,46.49,3,2020-01-13
10803,600678170,15.31,3,2020-01-13
10804,544546775,25.32,6,2020-01-13
10805,325545220,1.98,1,2020-01-13
10806,583941053,88.23,32,2020-02-08
10807,564328004,17.2,10,2020-01-14
10808,601054403,19.81,5,2020-01-14
10809,190662861,202.24,27,2020-02-09
10810,601235455,38.31,21,2020-01-15
10811,470167482,77.76,20,2020-02-28
10812,499584515,29.21,1,2020-01-15
10813,564447385,25.62,7,2020-01-15
10814,589134844,37.29,8,2020-01-15
10815,601444357,221.46,28,2020-01-23
10816,601397037,51.38,8,2020-01-15
10817,475775037,46.67,8,2020-01-15
10818,545752781,13.03,3,2020-01-15
10819,354867340,23.49,5,2020-01-15
10820,398835533,48.0,3,2020-01-15
10821,532863966,10.65,3,2020-01-15
10822,600480529,48.51,12,2020-02-18
10823,584523860,94.17,27,2020-02-14
10824,602014997,18.05,9,2020-01-16
10825,599149012,28.22,7,2020-01-10
10826,599220075,11.91,3,2020-01-10
10827,599225417,35.95,5,2020-01-10
10828,599397553,44.97,5,2020-01-10
10829,541464065,31.18,7,2020-01-11
10830,485040103,21.88,4,2020-01-10
10831,575255211,101.21,32,2020-02-18
10832,187803012,25.24,12,2020-01-11
10833,600016554,13.27,6,2020-02-15
10834,401882321,33.66,12,2020-01-12
10835,492632894,31.75,10,2020-01-12
10836,376673946,15.4,2,2020-01-13
10837,561508939,12.31,4,2020-01-13
10838,359881096,80.25,33,2020-01-13
10839,599325092,80.25,11,2020-01-13
10840,316417605,33.51,8,2020-01-13
10841,565185785,174.92,56,2020-01-14
10842,596472475,47.81,11,2020-01-13
10843,554071622,57.93,13,2020-01-13
10844,598123415,35.27,1,2020-01-13
10845,232678419,16.45,3,2020-01-15
10846,601542508,18.8,2,2020-01-15
10847,579415281,8.1,2,2020-01-16
10848,309947439,42.8,6,2020-01-16
10849,591220824,53.38,17,2020-02-05
10850,484908438,16.9,2,2020-01-16
10851,601908213,4.52,3,2020-01-16
10852,521496301,26.02,4,2020-01-16
10853,601917637,27.22,6,2020-01-16
10854,602020435,1.43,2,2020-01-16
10855,469602666,35.9,5,2020-01-16
10856,554652133,16.97,3,2020-01-16
10857,593405520,41.25,10,2020-01-27
10858,599285985,98.49,19,2020-02-19
10859,599161281,10.77,8,2020-01-17
10860,597998604,43.5,18,2020-01-10
10861,370606193,40.97,3,2020-02-26
10862,571821270,6.22,1,2020-01-10
10863,598670092,51.68,16,2020-01-10
10864,599218478,52.94,6,2020-01-10
10865,438440355,51.82,16,2020-01-11
10866,545830990,188.13,38,2020-02-22
10867,472603808,90.46,11,2020-01-29
10868,599724145,51.15,8,2020-01-12
10869,555295167,64.48,8,2020-02-18
10870,599547720,46.89,10,2020-01-26
10871,600313131,34.44,2,2020-01-12
10872,534808569,91.26,20,2020-02-09
10873,600523417,47.06,30,2020-01-13
10874,550313068,5.8,2,2020-01-13
10875,537992846,111.82,35,2020-01-13
10876,341647197,201.94,126,2020-02-22
10877,600893915,15.62,3,2020-01-14
10878,329154727,92.81,9,2020-01-17
10879,600794367,36.51,1,2020-01-14
10880,568688810,171.38,26,2020-02-12
10881,353444247,8.15,6,2020-01-14
10882,601071009,40.3,19,2020-01-14
10883,189380898,21.99,4,2020-01-14
10884,601012525,39.53,14,2020-01-15
10885,540016158,50.42,7,2020-01-15
10886,577303633,24.22,10,2020-01-15
10887,601412591,20.64,3,2020-01-15
10888,72655920,216.7,26,2020-02-23
10889,601404577,25.23,5,2020-01-15
10890,351945918,52.94,6,2020-01-15
10891,601474141,8.86,7,2020-01-15
10892,521166079,57.94,12,2020-02-11
10893,533555682,194.98,32,2020-02-20
10894,553463137,10.32,1,2020-01-16
10895,115398528,99.37,14,2020-01-28
10896,602142545,25.84,13,2020-01-16
10897,515863067,27.1,7,2020-01-10
10898,560810017,9.97,3,2020-01-10
10899,599211089,71.9,10,2020-01-10
10900,458391827,48.25,10,2020-01-11
10901,599708114,11.47,5,2020-01-11
10902,548558793,100.17,14,2020-01-27
10903,410548307,16.18,4,2020-01-11
10904,418299478,86.74,17,2020-01-28
10905,468646837,28.55,12,2020-01-13
10906,600492663,10.68,3,2020-01-13
10907,446616427,16.36,3,2020-01-13
10908,600563027,92.69,13,2020-01-13
10909,584189393,92.2,23,2020-01-27
10910,600657326,68.75,19,2020-01-13
10911,600726548,55.18,9,2020-01-13
10912,534775842,45.66,9,2020-01-14
10913,569009888,96.45,19,2020-01-14
10914,601153782,58.71,1,2020-01-14
10915,307794086,12.99,4,2020-01-14
10916,539722184,62.51,21,2020-01-29
10917,601248912,17.43,4,2020-01-14
10918,555990928,33.63,9,2020-01-15
10919,592009483,441.89,44,2020-01-15
10920,568555168,17.85,2,2020-01-15
10921,601413506,24.28,7,2020-02-05
10922,601396195,15.98,5,2020-01-15
10923,600928841,39.31,5,2020-01-15
10924,431947159,96.09,8,2020-01-28
10925,571848123,149.48,34,2020-02-27
10926,584971866,121.62,6,2020-02-18
10927,570889755,64.44,2,2020-01-15
10928,601700769,34.59,7,2020-01-15
10929,378131454,40.7,3,2020-01-16
10930,601238508,38.9,13,2020-01-16
10931,601148860,8.6,2,2020-01-16
10932,304956838,53.96,8,2020-01-16
10933,563634897,113.51,29,2020-02-17
10934,550756911,28.56,6,2020-01-19
10935,575104689,8.73,1,2020-01-10
10936,599161145,50.63,5,2020-01-10
10937,515007518,16.27,4,2020-01-10
10938,438207930,11.42,3,2020-01-10
10939,599290190,33.82,21,2020-01-13
10940,599210852,23.95,12,2020-01-10
10941,512859416,77.54,19,2020-02-05
10942,599013273,9.75,3,2020-01-10
10943,569139287,23.89,8,2020-01-11
10944,587532546,7.35,3,2020-01-11
10945,549575276,82.26,16,2020-02-25
10946,599818337,11.93,8,2020-01-11
10947,398889357,36.67,11,2020-01-11
10948,429272311,21.05,6,2020-01-11
10949,408014485,29.81,9,2020-01-12
10950,459157311,9.98,3,2020-01-12
10951,398896457,44.62,12,2020-01-12
10952,576341233,81.26,10,2020-02-17
10953,600376758,20.24,1,2020-01-12
10954,326609131,11.94,7,2020-01-13
10955,496492470,44.28,5,2020-01-13
10956,440514521,156.68,13,2020-02-25
10957,352349903,33.48,3,2020-01-13
10958,600796147,34.76,2,2020-01-13
10959,469149048,1.9,1,2020-01-14
10960,600991760,50.96,11,2020-01-14
10961,465792003,55.03,10,2020-01-14
10962,598705030,10.63,2,2020-01-14
10963,601172585,35.64,11,2020-02-04
10964,351825033,61.95,6,2020-01-14
10965,561360264,48.6,18,2020-01-15
10966,527804148,16.28,6,2020-01-15
10967,601516873,4.92,4,2020-01-15
10968,601705777,11.81,5,2020-01-15
10969,589288225,13.44,4,2020-01-16
10970,575268730,6.98,1,2020-01-16
10971,578165324,97.3,28,2020-01-28
10972,602068841,55.81,11,2020-01-16
10973,569785152,14.28,3,2020-01-16
10974,602129837,22.54,4,2020-01-16
10975,602086316,13.23,3,2020-01-16
10976,434876631,10.85,4,2020-01-17
10977,565036317,9.52,5,2020-01-17
10978,547366813,5.49,1,2020-01-17
10979,544683510,16.78,4,2020-01-10
10980,599255740,44.15,26,2020-01-29
10981,544878060,46.18,3,2020-01-10
10982,454247742,128.73,11,2020-01-10
10983,599487531,10.48,2,2020-01-10
10984,578159204,115.67,16,2020-02-28
10985,599727617,49.84,8,2020-01-11
10986,599844910,12.7,3,2020-01-11
10987,487234405,63.39,12,2020-01-12
10988,585222809,15.48,1,2020-01-12
10989,600563713,12.7,2,2020-01-13
10990,562776987,109.89,25,2020-02-07
10991,487888130,18.27,4,2020-01-13
10992,600505165,229.41,80,2020-02-14
10993,425722824,25.37,5,2020-01-13
10994,287539215,41.88,6,2020-01-13
10995,509784960,131.1,34,2020-02-24
10996,600998479,12.45,2,2020-01-14
10997,600994762,33.42,6,2020-01-14
10998,600992169,246.24,9,2020-02-21
10999,600930561,43.34,20,2020-01-21
11000,571618491,65.01,3,2020-01-15
11001,601345249,61.25,9,2020-01-15
11002,599890502,27.49,7,2020-01-15
11003,567810019,34.45,7,2020-01-15
11004,305228859,31.63,10,2020-01-27
11005,596659045,68.87,15,2020-02-08
11006,535071947,10.4,6,2020-01-16
11007,601918942,22.63,1,2020-01-16
11008,601896093,34.97,13,2020-01-16
11009,601996795,24.2,3,2020-01-16
11010,602066768,22.47,3,2020-01-16
11011,514189365,23.38,6,2020-01-10
11012,599284091,18.31,6,2020-01-10
11013,593570094,68.2,13,2020-01-10
11014,599437581,80.9,20,2020-01-10
11015,560808269,51.03,27,2020-01-11
11016,543523582,44.18,5,2020-01-11
11017,546990187,21.51,7,2020-01-12
11018,243078174,12.38,3,2020-01-12
11019,548599729,145.25,42,2020-02-12
11020,452949529,16.55,13,2020-01-13
11021,600505971,26.1,5,2020-01-13
11022,557345228,119.56,60,2020-01-27
11023,230893475,227.04,20,2020-01-28
11024,597321099,12.83,6,2020-01-13
11025,450110476,16.58,3,2020-01-13
11026,600762541,25.08,3,2020-01-13
11027,600750239,67.99,5,2020-01-13
11028,587412594,66.69,8,2020-01-27
11029,527488964,22.84,5,2020-01-14
11030,600495900,11.31,10,2020-01-14
11031,576928533,10.16,2,2020-01-14
11032,425024456,3.25,2,2020-01-14
11033,590104055,12.68,4,2020-01-15
11034,506456248,35.47,12,2020-02-17
11035,594007102,29.4,7,2020-01-15
11036,601839529,10.72,2,2020-01-16
11037,601861686,48.08,4,2020-01-16
11038,570425863,13.24,4,2020-01-16
11039,569440653,26.07,10,2020-01-16
11040,571846836,15.93,6,2020-01-16
11041,483600336,45.5,15,2020-01-17
11042,602256665,51.0,16,2020-01-17
11043,490548675,90.62,4,2020-01-25
11044,523562637,34.44,6,2020-01-10
11045,510720184,19.52,3,2020-01-10
11046,549467704,61.44,10,2020-01-10
11047,599629701,20.82,7,2020-01-11
11048,570339997,80.5,27,2020-02-26
11049,599829048,12.97,4,2020-01-11
11050,402583287,48.57,6,2020-02-04
11051,576532540,38.53,9,2020-01-12
11052,529613103,96.01,8,2020-01-13
11053,471319161,23.56,9,2020-01-13
11054,594814954,229.99,20,2020-01-13
11055,550441564,13.79,3,2020-01-13
11056,600770288,25.96,6,2020-01-13
11057,427211012,142.25,11,2020-01-16
11058,507496552,35.23,9,2020-01-14
11059,490528468,35.61,7,2020-02-05
11060,477351616,18.35,6,2020-01-14
11061,509641353,18.41,1,2020-01-14
11062,514219929,167.29,14,2020-01-18
11063,569045856,10.15,4,2020-01-14
11064,429548695,42.01,8,2020-01-28
11065,595614677,16.59,3,2020-01-14
11066,578332930,31.07,6,2020-01-15
11067,552997577,38.42,4,2020-01-15
11068,600283394,29.29,3,2020-01-15
11069,545670213,38.09,3,2020-02-08
11070,601673956,41.99,5,2020-01-15
11071,597366891,365.79,89,2020-02-18
11072,601792159,91.57,12,2020-01-16
11073,601871914,24.23,5,2020-01-16
11074,601834939,41.0,7,2020-01-16
11075,524360875,28.49,3,2020-01-16
11076,588255419,41.31,10,2020-01-16
11077,437659169,42.54,15,2020-01-17
11078,416544749,42.26,12,2020-01-10
11079,593852984,61.75,1,2020-01-10
11080,511298792,32.69,6,2020-01-10
11081,555967504,19.53,3,2020-01-10
11082,291719908,16.19,2,2020-01-10
11083,543278378,114.9,14,2020-02-27
11084,587338404,42.72,7,2020-01-11
11085,599402329,44.05,9,2020-01-11
11086,600041010,18.0,6,2020-01-12
11087,600226070,241.32,26,2020-02-17
11088,599001607,9.57,2,2020-01-12
11089,599797289,23.29,4,2020-01-12
11090,511779409,162.7,30,2020-02-21
11091,590208656,44.3,11,2020-01-14
11092,447621870,42.35,7,2020-01-14
11093,537357965,15.07,4,2020-01-14
11094,547674939,43.78,3,2020-01-14
11095,601348317,22.63,2,2020-01-15
11096,539401750,12.65,7,2020-01-15
11097,492310706,25.47,8,2020-01-15
11098,586306112,38.71,8,2020-01-15
11099,471613676,52.62,9,2020-02-23
11100,601824965,42.81,7,2020-01-16
11101,546121279,48.28,9,2020-01-16
11102,597528665,46.83,2,2020-01-16
11103,527462201,53.85,17,2020-01-16
11104,602056026,58.45,7,2020-01-16
11105,602072697,14.29,1,2020-01-16
11106,579781032,25.42,7,2020-01-26
11107,364774072,79.61,15,2020-01-16
11108,596107932,20.64,8,2020-02-21
11109,420968354,38.43,13,2020-01-17
11110,474713963,21.55,7,2020-01-10
11111,599201307,12.54,1,2020-01-10
11112,599370281,16.14,7,2020-01-10
11113,561096487,36.32,21,2020-01-10
11114,512773580,6.35,1,2020-01-11
11115,571911707,10.03,2,2020-01-11
11116,569898950,175.1,24,2020-02-10
11117,476070018,14.95,1,2020-01-11
11118,592876761,19.79,5,2020-01-11
11119,595157274,95.08,1,2020-01-11
11120,599699037,40.34,8,2020-01-11
11121,597707840,15.71,1,2020-01-11
11122,466850177,14.49,6,2020-01-11
11123,600130832,16.52,3,2020-01-12
11124,548433923,32.6,6,2020-01-12
11125,549898521,107.62,19,2020-01-12
11126,464133695,31.98,3,2020-01-12
11127,600266152,308.79,25,2020-01-18
11128,390229292,19.57,7,2020-01-12
11129,600325247,39.68,2,2020-01-12
11130,509994180,9.37,1,2020-01-12
11131,591805042,11.75,2,2020-01-13
11132,383438104,11.12,2,2020-01-13
11133,451605367,106.98,10,2020-02-11
11134,600533810,10.48,2,2020-01-13
11135,280694166,63.3,5,2020-01-13
11136,474700972,148.95,23,2020-02-21
11137,600304607,76.04,16,2020-01-13
11138,412399284,144.75,49,2020-02-14
11139,558863930,41.04,5,2020-01-14
11140,564488555,16.19,2,2020-01-14
11141,554136117,109.17,24,2020-02-13
11142,476452377,15.06,7,2020-01-15
11143,557991659,8.57,1,2020-01-15
11144,601401135,14.82,3,2020-01-15
11145,546097608,77.69,7,2020-01-31
11146,601511888,49.1,9,2020-01-15
11147,364153227,21.47,6,2020-01-15
11148,592668747,16.5,3,2020-01-16
11149,480504409,39.92,9,2020-01-16
11150,553509241,104.87,25,2020-02-12
11151,544533840,45.86,14,2020-01-16
11152,378433984,31.83,8,2020-01-16
11153,602165017,13.73,3,2020-01-16
11154,602257465,114.69,30,2020-01-18
11155,574798831,21.13,8,2020-01-17
11156,457350629,17.4,8,2020-01-10
11157,493172211,12.07,4,2020-01-10
11158,586027087,49.36,5,2020-01-10
11159,591210889,76.31,13,2020-01-11
11160,585122404,67.47,12,2020-01-11
11161,82382663,43.93,7,2020-01-12
11162,294395749,14.92,5,2020-01-12
11163,350082999,14.33,5,2020-01-12
11164,600190388,14.79,3,2020-01-12
11165,600219994,14.13,1,2020-01-12
11166,600239421,11.86,4,2020-01-12
11167,600410647,50.39,28,2020-01-13
11168,599730203,15.56,2,2020-01-13
11169,600532190,6.0,2,2020-01-13
11170,566231614,65.36,15,2020-02-24
11171,558739731,11.48,4,2020-01-13
11172,600778162,13.33,1,2020-01-13
11173,502114245,40.31,12,2020-01-14
11174,407060199,321.85,44,2020-02-28
11175,538909960,81.24,28,2020-01-14
11176,601071022,19.11,4,2020-01-14
11177,546121713,37.15,6,2020-01-15
11178,444690239,106.06,13,2020-01-19
11179,601853230,26.3,6,2020-01-16
11180,602035370,29.24,13,2020-01-16
11181,439077364,12.35,8,2020-01-16
11182,541088337,24.86,2,2020-01-17
11183,565747849,151.04,37,2020-02-27
11184,578173601,35.7,12,2020-01-10
11185,440389019,39.66,12,2020-01-10
11186,599446110,17.99,7,2020-01-10
11187,504250530,17.11,2,2020-01-12
11188,594407057,10.39,5,2020-01-12
11189,599788382,57.76,5,2020-01-13
11190,565655495,26.93,7,2020-01-13
11191,201744074,166.93,25,2020-02-19
11192,280206891,207.94,1,2020-01-13
11193,472678469,90.73,8,2020-01-13
11194,580100310,65.56,8,2020-01-13
11195,587312924,39.13,5,2020-01-14
11196,582051897,22.02,4,2020-01-14
11197,585903980,37.47,12,2020-01-14
11198,596912902,41.66,16,2020-01-14
11199,475462812,31.08,2,2020-01-14
11200,601420393,19.43,3,2020-01-15
11201,601432936,48.05,3,2020-01-15
11202,601485140,69.33,1,2020-01-15
11203,125333572,74.84,18,2020-01-28
11204,490490175,38.45,10,2020-01-28
11205,415237329,71.89,16,2020-02-20
11206,549557623,26.44,10,2020-01-27
11207,525536263,129.15,34,2020-02-23
11208,496513694,40.87,10,2020-01-16
11209,599988978,133.31,15,2020-01-16
11210,585327520,36.89,9,2020-01-16
11211,601827701,44.32,15,2020-01-16
11212,601810324,9.61,4,2020-01-16
11213,600597132,318.55,15,2020-01-24
11214,591441301,35.98,5,2020-01-23
11215,486970285,115.69,13,2020-02-11
11216,602083643,4.1,1,2020-01-16
11217,511540720,12.27,5,2020-01-17
11218,239684448,106.88,28,2020-02-15
11219,594660202,90.96,24,2020-01-10
11220,599300329,82.54,1,2020-01-10
11221,233297988,150.01,12,2020-02-10
11222,494097085,37.22,9,2020-01-11
11223,408977859,58.28,9,2020-02-25
11224,600085667,13.41,3,2020-01-12
11225,386375423,15.88,4,2020-01-12
11226,524467931,14.44,2,2020-01-12
11227,274911753,46.81,11,2020-01-12
11228,268537490,185.48,25,2020-02-26
11229,600322680,12.14,1,2020-01-12
11230,596014035,35.69,13,2020-01-12
11231,478921214,75.68,25,2020-01-30
11232,600366142,11.77,15,2020-01-13
11233,548252614,57.64,14,2020-01-13
11234,600864206,38.74,11,2020-01-14
11235,590155889,31.47,14,2020-01-14
11236,586303480,6.67,1,2020-01-14
11237,600985887,25.85,3,2020-01-14
11238,571813922,277.12,28,2020-02-16
11239,199252367,15.4,1,2020-01-14
11240,599914378,17.24,2,2020-01-14
11241,484159072,17.02,4,2020-01-15
11242,600602332,26.09,6,2020-01-15
11243,565240898,86.01,4,2020-01-15
11244,462781515,9.9,2,2020-01-15
11245,563318979,20.58,5,2020-01-15
11246,592588239,11.59,2,2020-01-15
11247,601674979,91.89,16,2020-02-21
11248,601809478,21.97,6,2020-01-16
11249,591315813,17.77,2,2020-01-17
11250,442383981,20.64,2,2020-01-23
11251,553774589,29.21,1,2020-01-10
11252,376566379,22.48,6,2020-01-10
11253,599205803,44.45,9,2020-01-10
11254,515762404,23.18,8,2020-01-10
11255,519964741,13.97,2,2020-01-10
11256,446069299,29.78,8,2020-01-10
11257,599136871,51.17,6,2020-01-10
11258,599454222,12.54,3,2020-01-10
11259,599693642,17.46,1,2020-01-11
11260,592581710,7.3,2,2020-01-11
11261,599726834,259.81,60,2020-02-12
11262,596732585,56.41,13,2020-01-11
11263,480735243,27.91,5,2020-01-11
11264,305452372,94.36,9,2020-01-24
11265,332087565,56.8,7,2020-01-11
11266,284903321,39.59,5,2020-01-27
11267,583611019,28.52,8,2020-01-12
11268,600068795,26.57,3,2020-01-12
11269,600170085,9.37,2,2020-01-12
11270,443337035,348.67,29,2020-02-03
11271,600318024,75.46,20,2020-01-13
11272,569322186,97.88,19,2020-02-10
11273,428489286,16.74,6,2020-01-13
11274,574352438,16.51,3,2020-01-13
11275,455746520,102.56,29,2020-02-18
11276,560373308,61.26,8,2020-01-13
11277,539186441,48.44,12,2020-02-27
11278,470648058,30.99,6,2020-01-27
11279,571196199,10.96,4,2020-01-13
11280,600609975,10.01,3,2020-01-13
11281,512091471,47.31,2,2020-01-14
11282,542771007,75.92,24,2020-01-14
11283,601422082,19.53,2,2020-01-15
11284,597096721,63.33,1,2020-01-15
11285,470357951,19.54,6,2020-01-15
11286,440852026,46.42,7,2020-01-15
11287,567057458,197.03,45,2020-01-23
11288,400400970,87.51,32,2020-01-16
11289,601934867,77.78,6,2020-01-26
11290,600342274,44.29,1,2020-01-16
11291,601948704,17.3,2,2020-01-16
11292,505673937,60.7,8,2020-01-16
11293,440706720,84.83,26,2020-02-10
11294,403936921,11.42,6,2020-01-10
11295,599207753,50.64,2,2020-01-10
11296,499463609,13.58,5,2020-01-10
11297,599193169,31.06,10,2020-01-10
11298,361174650,170.45,40,2020-02-14
11299,517121881,65.95,4,2020-01-10
11300,599255490,110.93,29,2020-02-05
11301,598333546,81.48,14,2020-01-11
11302,545346204,228.54,53,2020-02-16
11303,598561225,39.28,7,2020-01-11
11304,557985677,90.59,13,2020-01-11
11305,584258111,47.58,36,2020-01-11
11306,519066276,41.21,9,2020-01-11
11307,599889093,27.54,7,2020-01-11
11308,404645736,70.31,10,2020-01-12
11309,559238872,5.84,4,2020-01-12
11310,600118163,7.8,3,2020-01-12
11311,600473204,21.44,5,2020-01-13
11312,600948395,53.86,7,2020-01-14
11313,582833182,31.11,1,2020-01-14
11314,601041353,13.47,3,2020-01-14
11315,461175509,74.83,20,2020-02-18
